Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
fr,da,68.62,8,22,0.245409182,4947,416,11.891826923076923,0.203165045,0.327345309,0.14391064319966596,0.8571,0.494,0.716,0.5456,0.6025,0.0458
fr,sv,66.32,12,18,0.20049900199999998,4807,416,11.555288461538462,0.193727962,0.327345309,0.1666147499361399,0.8571,0.4441,0.5108,0.5456,0.4845,0.0823
fr,zh,42.02,26,4,0.12245509,4497,416,10.810096153846153,0.178585916,0.327345309,0.20651735390886172,1.0,0.5721,0.5862,0.5456,0.6025,1.0
de,cs,59.93,11,19,0.18838647100000003,114304,977,116.99488229273285,0.091965586,0.329130804,0.5192361636628795,0.8571,0.5539,0.5452,0.5456,0.4728,0.0117
de,ru,63.85,5,25,0.137653049,55398,977,56.7021494370522,0.123916395,0.329130804,0.3887573751050374,0.8,0.4204,0.4636,0.3333,0.5184,0.2039
de,no,63.88,4,26,0.246393502,34170,977,34.974411463664275,0.106159434,0.329130804,0.4589455288647805,0.5,0.5422,0.7375,0.5456,0.6153,0.0636
de,es,60.95,8,22,0.18396169199999998,31546,977,32.28863868986694,0.07918718599999999,0.329130804,0.5766961376328347,0.9231,0.5047,0.5698,0.4788,0.6393,0.0703
de,ko,26.77,29,1,0.125166687,30426,977,31.142272262026612,0.294432976,0.329130804,0.01111392644996368,1.0,0.5646,0.5397,0.4934,0.5227,0.4258
de,et,55.58,21,9,0.157352406,23460,977,24.012282497441145,0.221928097,0.329130804,0.10608999833242388,1.0,0.6058,0.7703,0.5456,0.6153,0.0691
de,pl,57.46,19,11,0.139410838,22646,977,23.17911975435005,0.223329008,0.329130804,0.10333537470198725,0.8333,0.5508,0.5456,0.3333,0.5805,0.0282
de,nl,70.1,1,29,0.257546369,19452,977,19.90992835209826,0.133302703,0.329130804,0.35400790796780124,0.5,0.3474,0.3911,0.5456,0.3086,0.0323
de,pt,57.98,16,14,0.168505273,19763,977,20.22824974411464,0.09546069800000001,0.329130804,0.5040449289537329,0.9333,0.5339,0.5185,0.5456,0.4343,0.0745
de,la,43.4,24,6,0.049339314,17140,977,17.543500511770727,0.158874645,0.329130804,0.2675892125402461,0.8333,0.6307,0.7836,0.5456,0.6153,0.0375
de,fr,59.28,14,16,0.179233847,16032,977,16.409416581371545,0.118520741,0.329130804,0.40946913848349753,0.9375,0.4632,0.4053,0.2617,0.3886,0.0388
de,hi,36.94,27,3,0.117468784,14963,977,15.31525076765609,0.060393443,0.329130804,0.6666824685267032,0.875,0.5277,0.504,0.3862,0.5037,0.3051
de,ca,57.9,17,13,0.163171293,14832,977,15.181166837256908,0.07401331900000001,0.329130804,0.6008186269092237,0.9091,0.5431,0.484,0.3333,0.4707,0.0516
de,it,57.81,18,12,0.176385016,13685,977,14.007164790174002,0.102554534,0.329130804,0.4739055388231058,0.9,0.518,0.5372,0.5456,0.4819,0.0311
de,en,61.41,7,23,0.20293368899999997,14545,977,14.887410440122824,0.09615563199999999,0.329130804,0.5010513316811404,0.6,0.4204,0.4197,0.3277,0.4364,0.053
de,fi,40.89,25,5,0.146017699,13581,977,13.900716479017401,0.302519355,0.329130804,0.006537323610397417,1.0,0.5354,0.4493,0.1864,0.4201,0.0976
de,bg,61.84,6,24,0.131955389,10022,977,10.257932446264073,0.201446082,0.329130804,0.15050149332820853,0.8571,0.5426,0.5091,0.3333,0.5162,0.0566
de,sl,64.99,3,27,0.16789913899999998,9290,977,9.508700102354146,0.237767323,0.329130804,0.07705631119367068,0.8333,0.5475,0.5203,0.5456,0.4255,0.0159
de,sk,59.6,12,18,0.126500182,9543,977,9.767656090071648,0.261917468,0.329130804,0.0417036283089906,0.8333,0.5788,0.5956,0.5456,0.6153,0.0232
de,ro,57.35,20,10,0.1518972,8795,977,9.002047082906858,0.167303215,0.329130804,0.2417508814674485,0.8889,0.5426,0.4842,0.3918,0.4541,0.0458
de,hr,60.85,9,21,0.147169354,7832,977,8.016376663254862,0.216688845,0.329130804,0.116713137905519,0.875,0.7867,0.6387,0.5456,0.5062,0.0253
de,ar,28.89,28,2,0.09128379199999999,6984,977,7.148413510747186,0.10339868099999999,0.329130804,0.4703808915107395,1.0,0.5788,0.5956,0.5456,0.6153,1.0
de,lv,58.82,15,15,0.14159292,6475,977,6.627430910951894,0.268650981,0.329130804,0.033766337860570685,0.75,0.5044,0.6575,0.3862,0.6153,0.0602
de,he,37.49,26,4,0.124439326,5725,977,5.859774820880245,0.117344567,0.329130804,0.414055355684119,1.0,0.5046,0.5328,0.5456,0.4672,0.1359
de,uk,59.44,13,17,0.130440053,5090,977,5.209825997952917,0.31926283,0.329130804,0.0008989156298112881,0.8333,0.4658,0.5062,0.5456,0.4605,0.044000000000000004
de,id,49.89,22,8,0.157473633,5036,977,5.154554759467758,0.197096308,0.329130804,0.1609302784270628,1.0,0.6433,0.5354,0.3277,0.4906,0.5571
de,da,60.7,10,20,0.20275184899999998,4947,977,5.06345957011259,0.203165045,0.329130804,0.14647650006658866,0.5714,0.4852,0.71,0.5456,0.6153,0.0361
de,sv,65.16,2,28,0.150927385,4807,977,4.920163766632548,0.193727962,0.329130804,0.1692460332376807,0.5714,0.4338,0.4778,0.5456,0.426,0.0639
de,zh,43.79,23,7,0.118741666,4497,977,4.602865916069601,0.178585916,0.329130804,0.20921603368237446,1.0,0.5788,0.5956,0.5456,0.6153,1.0
hi,cs,22.09,15,15,0.026559412999999997,114304,1684,67.87648456057008,0.091965586,0.150578606,0.15151710118788295,0.8571,0.6549,0.6133,0.5922,0.5509,0.2958
hi,ru,21.79,16,14,0.024160316,55398,1684,32.89667458432304,0.123916395,0.150578606,0.03135203804541804,0.8,0.4967,0.5415,0.2048,0.6015,0.1618
hi,no,20.11,21,9,0.025289303,34170,1684,20.290973871733968,0.106159434,0.150578606,0.08701905706397857,0.8333,0.6639,0.8172,0.5922,0.5363,0.3173
hi,es,18.31,24,6,0.026220717,31546,1684,18.732779097387173,0.07918718599999999,0.150578606,0.2247840522183941,0.9231,0.5711,0.5758,0.4097,0.5922,0.3634
hi,ko,32.04,3,27,0.018712955,30426,1684,18.06769596199525,0.294432976,0.150578606,0.9126821866265244,1.0,0.4724,0.531,0.5319,0.5579999999999999,0.2488
hi,et,40.54,1,29,0.023652272000000002,23460,1684,13.931116389548693,0.221928097,0.150578606,0.2245200932488482,1.0,0.5803,0.7761,0.5922,0.5363,0.2818
hi,pl,22.84,11,19,0.019757268,22646,1684,13.447743467933492,0.223329008,0.150578606,0.23342332460927986,0.8333,0.5508,0.5532,0.2048,0.5925,0.2847
hi,nl,23.07,10,20,0.025486876000000002,19452,1684,11.551068883610451,0.133302703,0.150578606,0.013163002666426329,0.9,0.6296,0.5637,0.5922,0.4861,0.3313
hi,pt,17.92,26,4,0.025712673,19763,1684,11.735748218527316,0.09546069800000001,0.150578606,0.1339858409957817,0.9333,0.5821,0.5451,0.5922,0.47700000000000004,0.3738
hi,la,23.93,6,24,0.0,17140,1684,10.178147268408551,0.158874645,0.150578606,0.0030353936794204296,0.8333,0.7019,0.8366,0.5922,0.5363,0.3061
hi,fr,18.79,23,7,0.021112052000000003,16032,1684,9.520190023752969,0.118520741,0.150578606,0.04532550450690526,0.9375,0.5796,0.4918,0.2677,0.4618,0.3439
hi,de,26.4,5,25,0.025797347,14613,1684,8.677553444180523,0.187631727,0.150578606,0.06055124048373573,0.8571,0.5277,0.504,0.3862,0.5037,0.3051
hi,ca,20.22,20,10,0.025430426000000003,14832,1684,8.807600950118765,0.07401331900000001,0.150578606,0.2585456796332916,0.9091,0.6955,0.5236,0.2048,0.4535,0.3433
hi,it,18.19,25,5,0.025458651000000002,13685,1684,8.126484560570072,0.102554534,0.150578606,0.101716502432437,0.9,0.6121,0.5963,0.5922,0.5418,0.3049
hi,en,26.5,4,26,0.025599774,14545,1684,8.637173396674584,0.09615563199999999,0.150578606,0.1306285170413278,0.9,0.586,0.503,0.3433,0.4684,0.3511
hi,fi,37.12,2,28,0.02514818,13581,1684,8.064726840855107,0.302519355,0.150578606,1.0181739497997502,1.0,0.5354,0.5117,0.3433,0.5129,0.2859
hi,bg,20.97,19,11,0.023426475,10022,1684,5.951306413301663,0.201446082,0.150578606,0.11411791628153853,0.8571,0.5896,0.5376,0.2048,0.5418,0.2548
hi,sl,22.58,12,18,0.023116003,9290,1684,5.516627078384798,0.237767323,0.150578606,0.33526948657681727,0.8333,0.5732,0.5453,0.5922,0.4816,0.2962
hi,sk,23.27,8,22,0.014338132,9543,1684,5.6668646080760094,0.261917468,0.150578606,0.5467225807696928,0.8333,0.5788,0.5563,0.5922,0.5363,0.2819
hi,ro,21.05,18,12,0.025289303,8795,1684,5.222684085510688,0.167303215,0.150578606,0.012336313629605567,0.8889,0.6121,0.524,0.2952,0.489,0.2602
hi,hr,22.54,13,17,0.024950607000000003,7832,1684,4.65083135391924,0.216688845,0.150578606,0.1927573334880808,0.875,0.8949,0.6472,0.5922,0.5263,0.2881
hi,ar,9.27,29,1,0.01789444,6984,1684,4.147268408551069,0.10339868099999999,0.150578606,0.09817206986144189,1.0,0.5788,0.5563,0.5922,0.5363,1.0
hi,lv,23.73,7,23,0.02255151,6475,1684,3.8450118764845604,0.268650981,0.150578606,0.6148512404523393,0.75,0.6296,0.7382,0.2871,0.5363,0.273
hi,he,9.31,28,2,0.023059554,5725,1684,3.3996437054631827,0.117344567,0.150578606,0.0487124200231433,1.0,0.5266,0.5836,0.5922,0.5629,0.2074
hi,uk,22.48,14,16,0.023003105,5090,1684,3.022565320665083,0.31926283,0.150578606,1.2549383482087817,0.8333,0.518,0.5518,0.5922,0.5252,0.2611
hi,id,14.57,27,3,0.025176404,5036,1684,2.990498812351544,0.197096308,0.150578606,0.09543550146080938,1.0,0.6652,0.5433,0.3433,0.4816,0.2521
hi,da,19.1,22,8,0.022833757000000003,4947,1684,2.937648456057007,0.203165045,0.150578606,0.12196100115063213,0.8571,0.6717,0.8211,0.5922,0.5363,0.3169
hi,sv,23.18,9,21,0.024470787,4807,1684,2.8545130641330165,0.193727962,0.150578606,0.08211492338533187,0.8571,0.6458,0.6042,0.5922,0.5473,0.2968
hi,zh,21.62,17,13,0.018487158,4497,1684,2.6704275534441804,0.178585916,0.150578606,0.03459523238955446,1.0,0.5788,0.5563,0.5922,0.5363,1.0
ca,cs,58.64,17,13,0.197989707,114304,1846,61.91982665222102,0.091965586,0.16800801399999998,0.20485754047122007,0.8571,0.5353,0.5322,0.6162,0.4663,0.0632
ca,ru,62.61,11,19,0.11346758300000001,55398,1846,30.009750812567713,0.123916395,0.16800801399999998,0.06887349084798453,0.8,0.5836,0.4988,0.0,0.4706,0.2546
ca,no,63.94,8,22,0.233428897,34170,1846,18.510292524377032,0.106159434,0.16800801399999998,0.1355187757710892,0.8333,0.4082,0.7002,0.6162,0.6461,0.1031
ca,es,85.35,1,29,0.50740907,31546,1846,17.08884073672806,0.07918718599999999,0.16800801399999998,0.2794921654968616,0.2308,0.5376,0.4879,0.3613,0.4565,0.0205
ca,ko,21.61,29,1,0.114020241,30426,1846,16.482123510292524,0.294432976,0.16800801399999998,0.5662466782043414,1.0,0.7489,0.6178,0.5,0.5198,0.4773
ca,et,42.66,25,5,0.124814341,23460,1846,12.708559046587215,0.221928097,0.16800801399999998,0.10300092095804526,1.0,0.5996,0.7838,0.6162,0.6461,0.1185
ca,pl,46.73,22,8,0.135332113,22646,1846,12.267605633802816,0.223329008,0.16800801399999998,0.10842263393298607,0.8333,0.5481,0.4685,0.0,0.4568,0.0797
ca,nl,64.89,7,23,0.22038962399999998,19452,1846,10.537378114842904,0.133302703,0.16800801399999998,0.04267090804781151,0.9,0.467,0.4835,0.6162,0.4234,0.0564
ca,pt,74.48,3,27,0.334772547,19763,1846,10.705850487540628,0.09546069800000001,0.16800801399999998,0.18645872196294735,0.3333,0.4327,0.4069,0.6162,0.2848,0.0313
ca,la,44.86,23,7,0.08400400699999999,17140,1846,9.284940411700974,0.158874645,0.16800801399999998,0.002955302981299589,0.1667,0.501,0.7382,0.6162,0.6461,0.0374
ca,fr,74.61,2,28,0.38445995,16032,1846,8.684723726977248,0.118520741,0.16800801399999998,0.08676149944613577,0.4375,0.5771,0.466,0.3333,0.4096,0.0343
ca,de,59.97,14,16,0.144381887,14613,1846,7.916034669555796,0.187631727,0.16800801399999998,0.013642764140610896,0.8571,0.5431,0.484,0.3333,0.4707,0.0516
ca,hi,30.97,28,2,0.082363304,14963,1846,8.105633802816902,0.060393443,0.16800801399999998,0.41028171407140795,0.875,0.6955,0.5236,0.2048,0.4535,0.3433
ca,it,74.2,4,26,0.30548167600000004,13685,1846,7.413326110509209,0.102554534,0.16800801399999998,0.15177683334312647,0.3,0.4089,0.4311,0.6162,0.3459,0.0384
ca,en,65.23,6,24,0.175745225,14545,1846,7.87919826652221,0.09615563199999999,0.16800801399999998,0.18290363810831695,0.9,0.5304,0.4693,0.2804,0.4581,0.0638
ca,fi,32.08,27,3,0.126109634,13581,1846,7.356988082340195,0.302519355,0.16800801399999998,0.6409996738259952,1.0,0.603,0.4882,0.2804,0.4287,0.145
ca,bg,63.1,10,20,0.108562744,10022,1846,5.429035752979415,0.201446082,0.16800801399999998,0.03961159746037679,0.8571,0.5096,0.4576,0.0,0.4681,0.0886
ca,sl,58.97,16,14,0.125850575,9290,1846,5.032502708559047,0.237767323,0.16800801399999998,0.17240281148472783,0.8333,0.49,0.4496,0.6162,0.3295,0.0514
ca,sk,53.96,19,11,0.127197679,9543,1846,5.169555796316359,0.261917468,0.16800801399999998,0.31243424877979226,0.8333,0.6629,0.6488,0.6162,0.6461,0.0705
ca,ro,68.44,5,25,0.289471866,8795,1846,4.764355362946913,0.167303215,0.16800801399999998,1.7598293731392416e-05,0.3333,0.478,0.4013,0.2163,0.3681,0.0864
ca,hr,60.69,13,17,0.163966702,7832,1846,4.242686890574214,0.216688845,0.16800801399999998,0.08395681797756906,0.875,0.738,0.5391,0.6162,0.3776,0.057
ca,ar,44.03,24,6,0.059341646,6984,1846,3.7833152762730227,0.10339868099999999,0.16800801399999998,0.14788717704130477,1.0,0.6629,0.6488,0.6162,0.6461,1.0
ca,lv,50.83,21,9,0.127750337,6475,1846,3.5075839653304444,0.268650981,0.16800801399999998,0.3588449730804342,0.75,0.6519,0.7262,0.2048,0.6461,0.1114
ca,he,52.1,20,10,0.106265759,5725,1846,3.101300108342362,0.117344567,0.16800801399999998,0.09093466538918547,1.0,0.5575,0.6098,0.6162,0.58,0.1523
ca,uk,61.48,12,18,0.104262374,5090,1846,2.7573131094257857,0.31926283,0.16800801399999998,0.8105100923813674,0.8333,0.5398,0.5075,0.6162,0.4021,0.0892
ca,id,56.32,18,12,0.129028358,5036,1846,2.7280606717226434,0.197096308,0.16800801399999998,0.029976195042692173,1.0,0.6102,0.4431,0.2804,0.3295,0.5946
ca,da,63.23,9,21,0.165313806,4947,1846,2.679848320693391,0.203165045,0.16800801399999998,0.04378893549039479,0.8571,0.5579,0.764,0.6162,0.6461,0.0753
ca,sv,59.12,15,15,0.144450969,4807,1846,2.604008667388949,0.193727962,0.16800801399999998,0.023435821212019464,0.8571,0.4544,0.5281,0.6162,0.5094,0.1104
ca,zh,35.9,26,4,0.102604401,4497,1846,2.4360780065005416,0.178585916,0.16800801399999998,0.003964049619286787,1.0,0.6629,0.6488,0.6162,0.6461,1.0
it,cs,69.28,13,17,0.228664683,114304,482,237.14522821576764,0.091965586,0.330421427,0.5208102525182119,0.8571,0.5507,0.4904,0.0002,0.4371,0.0391
it,ru,70.41,11,19,0.12623596,55398,482,114.93360995850622,0.123916395,0.330421427,0.3905933748347234,0.8,0.5569,0.5484,0.6162,0.4693,0.221
it,no,72.87,7,23,0.22856868600000002,34170,482,70.89211618257261,0.106159434,0.330421427,0.46065410945306223,0.8333,0.5779,0.7243,0.0002,0.6737,0.0946
it,es,81.13,2,28,0.376019967,31546,482,65.44813278008299,0.07918718599999999,0.330421427,0.5781243399398716,0.4615,0.4667,0.5255,0.5922,0.5037,0.0588
it,ko,24.27,29,1,0.119900163,30426,482,63.12448132780083,0.294432976,0.330421427,0.011862873620434618,1.0,0.6857,0.6557,0.6409999999999999,0.5861,0.4465
it,et,52.11,23,7,0.153403091,23460,482,48.67219917012448,0.221928097,0.330421427,0.10781263823205009,1.0,0.5507,0.7084,0.0002,0.6737,0.098
it,pl,62.64,20,10,0.166842661,22646,482,46.983402489626556,0.223329008,0.330421427,0.10504637063588455,0.8333,0.4032,0.4954,0.6162,0.498,0.0537
it,nl,70.89,9,21,0.192473841,19452,482,40.356846473029044,0.133302703,0.330421427,0.35589292414053586,0.9,0.4347,0.4373,0.0002,0.4305,0.0574
it,pt,80.44,3,27,0.27531919,19763,482,41.00207468879668,0.09546069800000001,0.330421427,0.5056548265729772,0.5333,0.298,0.3309,0.0002,0.35100000000000003,0.069
it,la,52.02,24,6,0.13794758599999998,17140,482,35.560165975103736,0.158874645,0.330421427,0.2695434274011327,0.1667,0.5215,0.6918,0.0002,0.6737,0.0064
it,fr,82.93,1,29,0.340597101,16032,482,33.261410788381745,0.118520741,0.330421427,0.41127122093024787,0.5625,0.55,0.5283,0.5456,0.4379,0.0497
it,de,68.19,15,15,0.19343381,14613,482,30.317427385892117,0.187631727,0.330421427,0.18674860113500938,0.8571,0.518,0.5372,0.5456,0.4819,0.0311
it,hi,35.24,27,3,0.097532879,14963,482,31.043568464730292,0.060393443,0.330421427,0.6678534028548968,0.875,0.6121,0.5963,0.5922,0.5418,0.3049
it,ca,77.19,4,26,0.310070078,14832,482,30.771784232365146,0.07401331900000001,0.330421427,0.6021810758488804,0.3636,0.4089,0.4311,0.6162,0.3459,0.0384
it,en,75.63,6,24,0.21752903899999998,14545,482,30.176348547717843,0.09615563199999999,0.330421427,0.5026681395919032,0.9,0.5092,0.541,0.5687,0.5064,0.0748
it,fi,34.77,28,2,0.144475377,13581,482,28.176348547717843,0.302519355,0.330421427,0.0071307712559043075,1.0,0.5732,0.5653,0.5687,0.4906,0.1272
it,bg,72.53,8,22,0.11788422800000001,10022,482,20.79253112033195,0.201446082,0.330421427,0.15236211462248098,0.8571,0.4224,0.5065,0.6162,0.5052,0.0502
it,sl,70.29,12,18,0.212345205,9290,482,19.273858921161825,0.237767323,0.330421427,0.07863084020336984,0.8333,0.4537,0.4421,0.0002,0.4312,0.0197
it,sk,65.05,18,12,0.168858597,9543,482,19.79875518672199,0.261917468,0.330421427,0.042982823179299044,0.8333,0.6059,0.6667,0.0002,0.6737,0.0387
it,ro,76.93,5,25,0.289526735,8795,482,18.24688796680498,0.167303215,0.330421427,0.24370727839787773,0.3333,0.4224,0.4419,0.6409999999999999,0.3812,0.0493
it,hr,66.96,17,13,0.202649515,7832,482,16.24896265560166,0.216688845,0.330421427,0.11847682101188597,0.875,0.7736,0.5749,0.0002,0.4263,0.0205
it,ar,50.72,25,5,0.074013632,6984,482,14.489626556016598,0.10339868099999999,0.330421427,0.4720655847684814,1.0,0.6059,0.6667,0.0002,0.6737,1.0
it,lv,61.56,21,9,0.134107709,6475,482,13.433609958506224,0.268650981,0.330421427,0.03494822066582309,0.75,0.6296,0.7906,0.5922,0.6737,0.0869
it,he,58.14,22,8,0.11500432,5725,482,11.877593360995851,0.117344567,0.330421427,0.41584948832656915,1.0,0.4913,0.5658,0.0002,0.6332,0.1187
it,uk,68.86,14,16,0.12028415099999999,5090,482,10.560165975103734,0.31926283,0.330421427,0.001140467151986428,0.8333,0.4528,0.4215,0.0002,0.3926,0.0537
it,id,62.76,19,11,0.226744744,5036,482,10.448132780082988,0.197096308,0.330421427,0.16281242879244467,1.0,0.5171,0.519,0.5687,0.4312,0.5564
it,da,70.56,10,20,0.161658827,4947,482,10.263485477178424,0.203165045,0.330421427,0.14832786257980368,0.8571,0.5968,0.7356,0.0002,0.6737,0.0667
it,sv,67.13,16,14,0.144475377,4807,482,9.973029045643154,0.193727962,0.330421427,0.17114298399944752,0.8571,0.5145,0.5346,0.0002,0.5422,0.0945
it,zh,43.5,26,4,0.10060478099999999,4497,482,9.3298755186722,0.178585916,0.330421427,0.2111593448493463,1.0,0.6059,0.6667,0.0002,0.6737,1.0
en,cs,44.6,23,7,0.28355116399999997,114304,2077,55.03322099181512,0.091965586,0.22433854,0.3481695152535835,0.8571,0.6649,0.6173,0.5687,0.5368,0.0583
en,ru,56.23,13,17,0.14109818300000002,55398,2077,26.67212325469427,0.123916395,0.22433854,0.20037854044693276,0.8,0.4902,0.5097,0.2804,0.5594,0.2316
en,no,69.32,1,29,0.270879821,34170,2077,16.451612903225808,0.106159434,0.22433854,0.2775067954133109,0.5,0.5872,0.7601,0.5687,0.5983,0.0513
en,es,61.13,7,23,0.251554033,31546,2077,15.188252286952336,0.07918718599999999,0.22433854,0.41863391046529697,0.9231,0.3987,0.4728,0.3433,0.5481,0.0698
en,ko,20.45,29,1,0.12328658,30426,2077,14.649012999518536,0.294432976,0.22433854,0.0976246102347909,1.0,0.6184,0.5443,0.4638,0.4866,0.4405
en,et,49.56,20,10,0.179112209,23460,2077,11.295137217140105,0.221928097,0.22433854,0.00011544787779510262,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
en,pl,52.46,18,12,0.19592763800000002,22646,2077,10.903225806451612,0.223329008,0.22433854,2.0250343812201742e-05,0.8333,0.5870000000000001,0.541,0.2804,0.5472,0.0666
en,nl,58.0,9,21,0.244062799,19452,2077,9.365430909966298,0.133302703,0.22433854,0.16467095371830492,0.6,0.4941,0.5249,0.5687,0.4861,0.021
en,pt,61.61,5,25,0.23250717199999998,19763,2077,9.515166104959075,0.09546069800000001,0.22433854,0.33002643835836865,0.9333,0.4734,0.484,0.5687,0.4235,0.0621
en,la,39.39,25,5,0.056383487,17140,2077,8.2522869523351,0.158874645,0.22433854,0.08515220626654446,0.8333,0.6877,0.8146,0.5687,0.5983,0.0794
en,fr,64.5,2,28,0.261316544,16032,2077,7.718825228695233,0.118520741,0.22433854,0.22248957667979077,0.9375,0.4569,0.4635,0.42700000000000005,0.4753,0.0297
en,de,61.91,4,26,0.223103283,14613,2077,7.035628310062591,0.187631727,0.22433854,0.02677229368045934,0.4286,0.4204,0.4197,0.3277,0.4364,0.053
en,hi,37.35,26,4,0.09722665,14963,2077,7.204140587385653,0.060393443,0.22433854,0.5340588149853859,0.875,0.586,0.503,0.3433,0.4684,0.3511
en,ca,55.12,15,15,0.21302199600000002,14832,2077,7.1410688493018775,0.07401331900000001,0.22433854,0.44900990727235934,0.9091,0.5304,0.4693,0.2804,0.4581,0.0638
en,it,61.2,6,24,0.221549251,13685,2077,6.588830043331728,0.102554534,0.22433854,0.2946949768381732,0.9,0.5092,0.541,0.5687,0.5064,0.0748
en,fi,46.4,22,8,0.167397195,13581,2077,6.538757823784304,0.302519355,0.22433854,0.12144862677784775,1.0,0.528,0.4766,0.2736,0.4694,0.0991
en,bg,57.37,10,20,0.12727127800000002,10022,2077,4.82522869523351,0.201446082,0.22433854,0.010413028903119102,0.8571,0.4839,0.4865,0.2804,0.521,0.1095
en,sl,55.4,14,16,0.198876315,9290,2077,4.472797303803563,0.237767323,0.22433854,0.0035831544917024434,0.8333,0.5616,0.5346,0.5687,0.4546,0.0678
en,sk,52.41,19,11,0.176801084,9543,2077,4.594607607125662,0.261917468,0.22433854,0.028059568985088656,0.8333,0.5654,0.5839,0.5687,0.5983,0.0735
en,ro,56.29,12,18,0.187599617,8795,2077,4.234472797303804,0.167303215,0.22433854,0.06463683205659593,0.8889,0.5335,0.5001,0.3498,0.4997,0.0972
en,hr,54.3,17,13,0.200589735,7832,2077,3.7708233028406357,0.216688845,0.22433854,0.001162734238974043,0.875,0.7925,0.6368,0.5687,0.5093,0.0777
en,ar,35.87,27,3,0.08610934,6984,2077,3.3625421280693306,0.10339868099999999,0.22433854,0.2906237736117813,1.0,0.5654,0.5839,0.5687,0.5983,1.0
en,lv,54.51,16,14,0.150023908,6475,2077,3.117477130476649,0.268650981,0.22433854,0.03901607435746304,0.75,0.5945,0.7006,0.3433,0.5983,0.083
en,he,32.93,28,2,0.11432100699999999,5725,2077,2.7563793933558016,0.117344567,0.22433854,0.22746304601397785,1.0,0.5207,0.5744,0.5687,0.5549,0.1887
en,uk,57.06,11,19,0.128187759,5090,2077,2.4506499759268174,0.31926283,0.22433854,0.17903870858665438,0.8333,0.5092,0.5211,0.5687,0.4661,0.0929
en,id,47.68,21,9,0.17739878899999997,5036,2077,2.4246509388541164,0.197096308,0.22433854,0.014746114303794829,1.0,0.515,0.4618,0.2736,0.4546,0.6014
en,da,59.87,8,22,0.180387313,4947,2077,2.381800674049109,0.203165045,0.22433854,0.00890794081916132,0.5714,0.5023,0.7175,0.5687,0.5983,0.0354
en,sv,63.95,3,27,0.14317022599999998,4807,2077,2.3143957631198844,0.193727962,0.22433854,0.018618096717934657,0.5714,0.4235,0.5233,0.5687,0.5242,0.0676
en,zh,41.86,24,6,0.107467325,4497,2077,2.165142031776601,0.178585916,0.22433854,0.04159338204205874,1.0,0.5654,0.5839,0.5687,0.5983,1.0
fi,cs,48.35,7,23,0.188679245,114304,1555,73.50739549839228,0.091965586,0.433011739,0.620335977423725,1.0,0.5609,0.5549,0.5687,0.4818,0.0882
fi,ru,46.95,9,21,0.159450596,55398,1555,35.62572347266881,0.123916395,0.433011739,0.5095485684747457,1.0,0.3753,0.4323,0.2804,0.5099,0.1415
fi,no,52.94,3,27,0.197804287,34170,1555,21.974276527331188,0.106159434,0.433011739,0.5697754902019659,1.0,0.6111,0.7597,0.5687,0.6506,0.0478
fi,es,45.0,17,13,0.18226320000000001,31546,1555,20.286816720257235,0.07918718599999999,0.433011739,0.66769264579555,1.0,0.466,0.509,0.4477,0.5617,0.1597
fi,ko,17.06,29,1,0.151133501,30426,1555,19.566559485530547,0.294432976,0.433011739,0.10242218113737607,1.0,0.5924,0.4849,0.4638,0.3638,0.3414
fi,et,63.35,1,29,0.25859037100000004,23460,1555,15.086816720257234,0.221928097,0.433011739,0.23763467776393005,0.3333,0.4146,0.6584,0.5687,0.6506,0.0298
fi,pl,44.78,18,12,0.158832755,22646,1555,14.563344051446945,0.223329008,0.433011739,0.23449089716698426,1.0,0.4852,0.4809,0.2804,0.5146,0.0745
fi,nl,43.37,22,8,0.171522266,19452,1555,12.509324758842444,0.133302703,0.433011739,0.4790714973446182,1.0,0.6121,0.5635,0.5687,0.4561,0.0919
fi,pt,45.26,15,15,0.18040967600000002,19763,1555,12.709324758842444,0.09546069800000001,0.433011739,0.6076864641213487,1.0,0.5168,0.5237,0.5687,0.45399999999999996,0.1571
fi,la,30.26,26,4,0.018867925,17140,1555,11.02250803858521,0.158874645,0.433011739,0.4008078961906041,1.0,0.6833,0.8016,0.5687,0.6506,0.1336
fi,fr,45.13,16,14,0.19770923399999998,16032,1555,10.309967845659164,0.118520741,0.433011739,0.5274934810326573,1.0,0.5429,0.4538,0.3277,0.3996,0.1165
fi,de,46.68,10,20,0.172567844,14613,1555,9.39742765273312,0.187631727,0.433011739,0.32112862973063383,1.0,0.5354,0.4493,0.1864,0.4201,0.0976
fi,hi,30.75,25,5,0.127608003,14963,1555,9.62250803858521,0.060393443,0.433011739,0.7405067307400819,1.0,0.5354,0.5117,0.3433,0.5129,0.2859
fi,ca,43.52,21,9,0.21828810399999998,14832,1555,9.538263665594855,0.07401331900000001,0.433011739,0.6873623399778026,1.0,0.603,0.4882,0.2804,0.4287,0.145
fi,it,45.69,14,16,0.178746257,13685,1555,8.80064308681672,0.102554534,0.433011739,0.5824130666868985,1.0,0.5732,0.5653,0.5687,0.4906,0.1272
